"ID";NAME;TRADEDATE;OPEN;HIGH;LOW;CLOSE;VALUE;DURATION;YIELD
RUSFAR;RUSFAR;2020-06-05;5,38;5,38;5,38;5,38;84266308000;;
RUSFAR;RUSFAR;2020-06-08;5,23;5,23;5,23;5,23;138816824000;;
RUSFAR;RUSFAR;2020-06-09;5,23;5,23;5,23;5,23;118598663000;;
RUSFAR;RUSFAR;2020-06-10;5,25;5,25;5,25;5,25;95621751000;;
RUSFAR;RUSFAR;2020-06-11;5,13;5,13;5,13;5,13;94938142000;;
RUSFAR;RUSFAR;2020-06-15;5,12;5,12;5,12;5,12;104151146000;;
RUSFAR;RUSFAR;2020-06-16;5,12;5,12;5,12;5,12;108473289000;;
RUSFAR;RUSFAR;2020-06-17;4,97;4,97;4,97;4,97;107815397000;;
RUSFAR;RUSFAR;2020-06-18;4,89;4,89;4,89;4,89;114564756000;;
RUSFAR;RUSFAR;2020-06-19;4,75;4,75;4,75;4,75;170265461000;;
RUSFAR;RUSFAR;2020-06-22;4,5;4,5;4,5;4,5;151719278000;;
RUSFAR;RUSFAR;2020-06-23;4,49;4,49;4,49;4,49;99451049000;;
RUSFAR;RUSFAR;2020-06-25;4,52;4,52;4,52;4,52;101041635000;;
RUSFAR;RUSFAR;2020-06-26;4,62;4,62;4,62;4,62;106551116000;;
RUSFAR;RUSFAR;2020-06-29;4,55;4,55;4,55;4,55;147517012000;;
RUSFAR;RUSFAR;2020-06-30;4,6;4,6;4,6;4,6;148061350000;;
RUSFAR;RUSFAR;2020-07-02;4,47;4,47;4,47;4,47;166024191000;;
RUSFAR;RUSFAR;2020-07-03;4,23;4,23;4,23;4,23;168160531000;;
RUSFAR;RUSFAR;2020-07-06;4,25;4,25;4,25;4,25;157919233000;;
RUSFAR;RUSFAR;2020-07-07;4,36;4,36;4,36;4,36;89583679000;;
RUSFAR;RUSFAR;2020-07-08;4,4;4,4;4,4;4,4;100375249000;;
RUSFAR;RUSFAR;2020-07-09;4,48;4,48;4,48;4,48;128426386000;;
RUSFAR;RUSFAR;2020-07-10;4,4;4,4;4,4;4,4;85816169000;;
RUSFAR;RUSFAR;2020-07-13;4,41;4,41;4,41;4,41;74295792000;;
RUSFAR;RUSFAR;2020-07-14;4,43;4,43;4,43;4,43;107405294000;;
RUSFAR;RUSFAR;2020-07-15;4,34;4,34;4,34;4,34;152231799000;;
RUSFAR;RUSFAR;2020-07-16;4,22;4,22;4,22;4,22;102438658000;;
RUSFAR;RUSFAR;2020-07-17;4,16;4,16;4,16;4,16;112199010000;;
RUSFAR;RUSFAR;2020-07-20;4,18;4,18;4,18;4,18;80110335000;;
RUSFAR;RUSFAR;2020-07-21;4,33;4,33;4,33;4,33;129393910000;;
RUSFAR;RUSFAR;2020-07-22;4,21;4,21;4,21;4,21;98340082000;;
RUSFAR;RUSFAR;2020-07-23;4,13;4,13;4,13;4,13;127403302000;;
RUSFAR;RUSFAR;2020-07-24;4,01;4,01;4,01;4,01;156251197000;;
RUSFAR;RUSFAR;2020-07-27;4,03;4,03;4,03;4,03;137966754000;;
RUSFAR;RUSFAR;2020-07-28;4,11;4,11;4,11;4,11;134336928000;;
RUSFAR;RUSFAR;2020-07-29;4,17;4,17;4,17;4,17;142264456000;;
RUSFAR;RUSFAR;2020-07-30;4,29;4,29;4,29;4,29;113752497000;;
RUSFAR;RUSFAR;2020-07-31;4,4;4,4;4,4;4,4;108618273000;;
RUSFAR;RUSFAR;2020-08-03;4,14;4,14;4,14;4,14;95639186000;;
RUSFAR;RUSFAR;2020-08-04;4,12;4,12;4,12;4,12;99395856000;;
RUSFAR;RUSFAR;2020-08-05;4,15;4,15;4,15;4,15;90533906000;;
RUSFAR;RUSFAR;2020-08-06;4,22;4,22;4,22;4,22;106367223000;;
RUSFAR;RUSFAR;2020-08-07;4,21;4,21;4,21;4,21;108947378000;;
RUSFAR;RUSFAR;2020-08-10;4,2;4,2;4,2;4,2;127947530000;;
RUSFAR;RUSFAR;2020-08-11;4,2;4,2;4,2;4,2;157766130000;;
RUSFAR;RUSFAR;2020-08-12;4,19;4,19;4,19;4,19;121976355000;;
RUSFAR;RUSFAR;2020-08-13;4,16;4,16;4,16;4,16;107679931000;;
RUSFAR;RUSFAR;2020-08-14;4,12;4,12;4,12;4,12;85555333000;;
RUSFAR;RUSFAR;2020-08-17;4,14;4,14;4,14;4,14;79944445000;;
RUSFAR;RUSFAR;2020-08-18;4,14;4,14;4,14;4,14;84896681000;;
RUSFAR;RUSFAR;2020-08-19;4,17;4,17;4,17;4,17;88968677000;;
RUSFAR;RUSFAR;2020-08-20;4,17;4,17;4,17;4,17;67307446000;;
RUSFAR;RUSFAR;2020-08-21;4,15;4,15;4,15;4,15;110214307000;;
RUSFAR;RUSFAR;2020-08-24;4,18;4,18;4,18;4,18;89907280000;;
RUSFAR;RUSFAR;2020-08-25;4,17;4,17;4,17;4,17;86023405000;;
RUSFAR;RUSFAR;2020-08-26;4,27;4,27;4,27;4,27;82898107000;;
RUSFAR;RUSFAR;2020-08-27;4,26;4,26;4,26;4,26;73371042000;;
RUSFAR;RUSFAR;2020-08-28;4,26;4,26;4,26;4,26;95386367000;;
RUSFAR;RUSFAR;2020-08-31;4,25;4,25;4,25;4,25;89499667000;;
RUSFAR;RUSFAR;2020-09-01;4,22;4,22;4,22;4,22;78261773000;;
RUSFAR;RUSFAR;2020-09-02;4,23;4,23;4,23;4,23;87833737000;;
RUSFAR;RUSFAR;2020-09-03;4,22;4,22;4,22;4,22;92147932000;;
RUSFAR;RUSFAR;2020-09-04;4,23;4,23;4,23;4,23;107873187000;;
RUSFAR;RUSFAR;2020-09-07;4,19;4,19;4,19;4,19;95942611000;;
RUSFAR;RUSFAR;2020-09-08;4,2;4,2;4,2;4,2;101265083000;;
RUSFAR;RUSFAR;2020-09-09;4,24;4,24;4,24;4,24;101660988000;;
RUSFAR;RUSFAR;2020-09-10;4,22;4,22;4,22;4,22;81684856000;;
RUSFAR;RUSFAR;2020-09-11;4,23;4,23;4,23;4,23;101878453000;;
RUSFAR;RUSFAR;2020-09-14;4,22;4,22;4,22;4,22;101555059000;;
RUSFAR;RUSFAR;2020-09-15;4,25;4,25;4,25;4,25;159148922000;;
RUSFAR;RUSFAR;2020-09-16;4,29;4,29;4,29;4,29;122349461000;;
RUSFAR;RUSFAR;2020-09-17;4,3;4,3;4,3;4,3;94815797000;;
RUSFAR;RUSFAR;2020-09-18;4,31;4,31;4,31;4,31;98189956000;;
RUSFAR;RUSFAR;2020-09-21;4,29;4,29;4,29;4,29;68863942000;;
RUSFAR;RUSFAR;2020-09-22;4,25;4,25;4,25;4,25;95825983000;;
RUSFAR;RUSFAR;2020-09-23;4,23;4,23;4,23;4,23;72042526000;;
RUSFAR;RUSFAR;2020-09-24;4,16;4,16;4,16;4,16;78053173000;;
RUSFAR;RUSFAR;2020-09-25;4,19;4,19;4,19;4,19;93192659000;;
RUSFAR;RUSFAR;2020-09-28;4,25;4,25;4,25;4,25;83984925000;;
RUSFAR;RUSFAR;2020-09-29;4,26;4,26;4,26;4,26;96993816000;;
RUSFAR;RUSFAR;2020-09-30;4,28;4,28;4,28;4,28;100622070000;;
RUSFAR;RUSFAR;2020-10-01;4,19;4,19;4,19;4,19;49866961000;;
RUSFAR;RUSFAR;2020-10-02;3,99;3,99;3,99;3,99;109836268000;;
RUSFAR;RUSFAR;2020-10-05;4,23;4,23;4,23;4,23;74354255000;;
RUSFAR;RUSFAR;2020-10-06;4,21;4,21;4,21;4,21;84851089000;;
RUSFAR;RUSFAR;2020-10-07;4,22;4,22;4,22;4,22;87372316000;;
RUSFAR;RUSFAR;2020-10-08;4,33;4,33;4,33;4,33;88728787000;;
RUSFAR;RUSFAR;2020-10-09;4,35;4,35;4,35;4,35;70556614000;;
RUSFAR;RUSFAR;2020-10-12;4,35;4,35;4,35;4,35;93083657000;;
RUSFAR;RUSFAR;2020-10-13;4,38;4,38;4,38;4,38;91509367000;;
RUSFAR;RUSFAR;2020-10-14;4,3;4,3;4,3;4,3;126046642000;;
RUSFAR;RUSFAR;2020-10-15;4,3;4,3;4,3;4,3;137650775000;;
RUSFAR;RUSFAR;2020-10-16;4,26;4,26;4,26;4,26;186660864000;;
RUSFAR;RUSFAR;2020-10-19;4,33;4,33;4,33;4,33;125086805000;;
RUSFAR;RUSFAR;2020-10-20;4,3;4,3;4,3;4,3;80254741000;;
RUSFAR;RUSFAR;2020-10-21;4,31;4,31;4,31;4,31;91851744000;;
RUSFAR;RUSFAR;2020-10-22;4,31;4,31;4,31;4,31;78373303000;;
RUSFAR;RUSFAR;2020-10-23;4,31;4,31;4,31;4,31;68742195000;;
RUSFAR;RUSFAR;2020-10-26;4,32;4,32;4,32;4,32;81287335000;;
RUSFAR;RUSFAR;2020-10-27;4,34;4,34;4,34;4,34;90140521000;;
RUSFAR;RUSFAR;2020-10-28;4,32;4,32;4,32;4,32;98580446000;;
RUSFAR;RUSFAR;2020-10-29;4,36;4,36;4,36;4,36;87550934000;;
RUSFAR;RUSFAR;2020-10-30;4,38;4,38;4,38;4,38;125735511000;;
RUSFAR;RUSFAR;2020-11-02;4,31;4,31;4,31;4,31;92724569000;;
RUSFAR;RUSFAR;2020-11-03;4,27;4,27;4,27;4,27;105067505000;;
RUSFAR;RUSFAR;2020-11-05;4,28;4,28;4,28;4,28;92308786000;;
RUSFAR;RUSFAR;2020-11-06;4,31;4,31;4,31;4,31;92947899000;;
RUSFAR;RUSFAR;2020-11-09;4,15;4,15;4,15;4,15;87928787000;;
RUSFAR;RUSFAR;2020-11-10;4,07;4,07;4,07;4,07;84566416000;;
RUSFAR;RUSFAR;2020-11-11;4,13;4,13;4,13;4,13;96863021000;;
RUSFAR;RUSFAR;2020-11-12;4,25;4,25;4,25;4,25;91394758000;;
RUSFAR;RUSFAR;2020-11-13;4,25;4,25;4,25;4,25;100368772000;;
RUSFAR;RUSFAR;2020-11-16;4,18;4,18;4,18;4,18;77292541000;;
RUSFAR;RUSFAR;2020-11-17;4,14;4,14;4,14;4,14;90009585000;;
RUSFAR;RUSFAR;2020-11-18;4,16;4,16;4,16;4,16;110693937000;;
RUSFAR;RUSFAR;2020-11-19;4,1;4,1;4,1;4,1;80380656000;;
RUSFAR;RUSFAR;2020-11-20;4,08;4,08;4,08;4,08;68699991000;;
RUSFAR;RUSFAR;2020-11-23;4,07;4,07;4,07;4,07;65353464000;;
RUSFAR;RUSFAR;2020-11-24;4,06;4,06;4,06;4,06;39996359000;;
RUSFAR;RUSFAR;2020-11-25;4,06;4,06;4,06;4,06;73480150000;;
RUSFAR;RUSFAR;2020-11-26;4,09;4,09;4,09;4,09;39213827000;;
RUSFAR;RUSFAR;2020-11-27;4,08;4,08;4,08;4,08;71324065000;;
RUSFAR;RUSFAR;2020-11-30;4,07;4,07;4,07;4,07;62733084000;;
RUSFAR;RUSFAR;2020-12-01;4,08;4,08;4,08;4,08;74573606000;;
RUSFAR;RUSFAR;2020-12-02;4,07;4,07;4,07;4,07;58326165000;;
RUSFAR;RUSFAR;2020-12-03;4,05;4,05;4,05;4,05;95283111000;;
RUSFAR;RUSFAR;2020-12-04;4,01;4,01;4,01;4,01;67811770000;;
RUSFAR;RUSFAR;2020-12-07;3,77;3,77;3,77;3,77;99642375000;;
RUSFAR;RUSFAR;2020-12-08;4,01;4,01;4,01;4,01;64714921000;;
RUSFAR;RUSFAR;2020-12-09;4,07;4,07;4,07;4,07;85871413000;;
RUSFAR;RUSFAR;2020-12-10;4,21;4,21;4,21;4,21;86874331000;;
RUSFAR;RUSFAR;2020-12-11;4,23;4,23;4,23;4,23;108582189000;;
RUSFAR;RUSFAR;2020-12-14;4,27;4,27;4,27;4,27;76318412000;;
RUSFAR;RUSFAR;2020-12-15;4,32;4,32;4,32;4,32;117010363000;;
RUSFAR;RUSFAR;2020-12-16;4,31;4,31;4,31;4,31;116245633000;;
RUSFAR;RUSFAR;2020-12-17;4,35;4,35;4,35;4,35;129502848000;;
RUSFAR;RUSFAR;2020-12-18;4,35;4,35;4,35;4,35;123046957000;;
RUSFAR;RUSFAR;2020-12-21;4,36;4,36;4,36;4,36;116708114000;;
RUSFAR;RUSFAR;2020-12-22;4,4;4,4;4,4;4,4;110077350000;;
RUSFAR;RUSFAR;2020-12-23;4,35;4,35;4,35;4,35;174269159000;;
RUSFAR;RUSFAR;2020-12-24;4,31;4,31;4,31;4,31;152373801000;;
RUSFAR;RUSFAR;2020-12-25;4,27;4,27;4,27;4,27;183057896000;;
RUSFAR;RUSFAR;2020-12-28;4,25;4,25;4,25;4,25;100396284000;;
RUSFAR;RUSFAR;2020-12-29;4,27;4,27;4,27;4,27;99865415000;;
RUSFAR;RUSFAR;2020-12-30;4,48;4,48;4,48;4,48;26067124000;;
RUSFAR;RUSFAR;2021-01-11;4,36;4,36;4,36;4,36;172640232000;;
RUSFAR;RUSFAR;2021-01-12;4,32;4,32;4,32;4,32;251606091000;;
RUSFAR;RUSFAR;2021-01-13;4,25;4,25;4,25;4,25;108081114000;;
RUSFAR;RUSFAR;2021-01-14;4,26;4,26;4,26;4,26;70952215000;;
RUSFAR;RUSFAR;2021-01-15;4,33;4,33;4,33;4,33;82694347000;;
RUSFAR;RUSFAR;2021-01-18;4,33;4,33;4,33;4,33;54141625000;;
RUSFAR;RUSFAR;2021-01-19;4,37;4,37;4,37;4,37;99537673000;;
RUSFAR;RUSFAR;2021-01-20;4,4;4,4;4,4;4,4;126636569000;;
RUSFAR;RUSFAR;2021-01-21;4,4;4,4;4,4;4,4;146382835000;;
RUSFAR;RUSFAR;2021-01-22;4,34;4,34;4,34;4,34;84506494000;;
RUSFAR;RUSFAR;2021-01-25;4,31;4,31;4,31;4,31;113102949000;;
RUSFAR;RUSFAR;2021-01-26;4,32;4,32;4,32;4,32;87975955000;;
RUSFAR;RUSFAR;2021-01-27;4,32;4,32;4,32;4,32;102294211000;;
RUSFAR;RUSFAR;2021-01-28;4,3;4,3;4,3;4,3;92660428000;;
RUSFAR;RUSFAR;2021-01-29;4,34;4,34;4,34;4,34;61159912000;;
RUSFAR;RUSFAR;2021-02-01;4,31;4,31;4,31;4,31;67229313000;;
RUSFAR;RUSFAR;2021-02-02;4,24;4,24;4,24;4,24;96356006000;;
RUSFAR;RUSFAR;2021-02-03;4,11;4,11;4,11;4,11;135859325000;;
RUSFAR;RUSFAR;2021-02-04;4,05;4,05;4,05;4,05;159577820000;;
RUSFAR;RUSFAR;2021-02-05;3,95;3,95;3,95;3,95;123790527000;;
RUSFAR;RUSFAR;2021-02-08;3,53;3,53;3,53;3,53;63664400000;;
RUSFAR;RUSFAR;2021-02-09;4,02;4,02;4,02;4,02;49291285000;;
RUSFAR;RUSFAR;2021-02-10;4,19;4,19;4,19;4,19;90537485000;;
RUSFAR;RUSFAR;2021-02-11;4,03;4,03;4,03;4,03;62363957000;;
RUSFAR;RUSFAR;2021-02-12;4,01;4,01;4,01;4,01;89437466000;;
RUSFAR;RUSFAR;2021-02-15;3,99;3,99;3,99;3,99;70551196000;;
RUSFAR;RUSFAR;2021-02-16;4,01;4,01;4,01;4,01;65599179000;;
RUSFAR;RUSFAR;2021-02-17;4,02;4,02;4,02;4,02;54541668000;;
RUSFAR;RUSFAR;2021-02-18;4,18;4,18;4,18;4,18;52329729000;;
RUSFAR;RUSFAR;2021-02-19;4,17;4,17;4,17;4,17;51301778000;;
RUSFAR;RUSFAR;2021-02-24;4,16;4,16;4,16;4,16;36898386000;;
RUSFAR;RUSFAR;2021-02-25;4,13;4,13;4,13;4,13;28647916000;;
RUSFAR;RUSFAR;2021-02-26;4,2;4,2;4,2;4,2;31953471000;;
RUSFAR;RUSFAR;2021-03-01;4,14;4,14;4,14;4,14;25691758000;;
RUSFAR;RUSFAR;2021-03-02;4,08;4,08;4,08;4,08;44278427000;;
RUSFAR;RUSFAR;2021-03-03;4,06;4,06;4,06;4,06;30782511000;;
RUSFAR;RUSFAR;2021-03-04;4,05;4,05;4,05;4,05;44201509000;;
RUSFAR;RUSFAR;2021-03-05;3,88;3,88;3,88;3,88;84287345000;;
RUSFAR;RUSFAR;2021-03-09;4,05;4,05;4,05;4,05;47031026000;;
RUSFAR;RUSFAR;2021-03-10;4,11;4,11;4,11;4,11;59380393000;;
RUSFAR;RUSFAR;2021-03-11;4,14;4,14;4,14;4,14;56657424000;;
RUSFAR;RUSFAR;2021-03-12;4,14;4,14;4,14;4,14;49248866000;;
RUSFAR;RUSFAR;2021-03-15;4,15;4,15;4,15;4,15;49844784000;;
RUSFAR;RUSFAR;2021-03-16;4,16;4,16;4,16;4,16;35028797000;;
RUSFAR;RUSFAR;2021-03-17;4,11;4,11;4,11;4,11;30636462000;;
RUSFAR;RUSFAR;2021-03-18;4,11;4,11;4,11;4,11;51618387000;;
RUSFAR;RUSFAR;2021-03-19;4,12;4,12;4,12;4,12;41107438000;;
RUSFAR;RUSFAR;2021-03-22;4,39;4,39;4,39;4,39;53459710000;;
RUSFAR;RUSFAR;2021-03-23;4,35;4,35;4,35;4,35;44737596000;;
RUSFAR;RUSFAR;2021-03-24;4,32;4,32;4,32;4,32;48357208000;;
RUSFAR;RUSFAR;2021-03-25;4,4;4,4;4,4;4,4;57875944000;;
RUSFAR;RUSFAR;2021-03-26;4,56;4,56;4,56;4,56;61746264000;;
RUSFAR;RUSFAR;2021-03-29;4,49;4,49;4,49;4,49;32384046000;;
RUSFAR;RUSFAR;2021-03-30;4,5;4,5;4,5;4,5;48376510000;;
RUSFAR;RUSFAR;2021-03-31;4,5;4,5;4,5;4,5;35187463000;;
RUSFAR;RUSFAR;2021-04-01;4,46;4,46;4,46;4,46;38576876000;;
RUSFAR;RUSFAR;2021-04-02;4,45;4,45;4,45;4,45;50190689000;;
RUSFAR;RUSFAR;2021-04-05;4,36;4,36;4,36;4,36;40863073000;;
RUSFAR;RUSFAR;2021-04-06;4,29;4,29;4,29;4,29;41339586000;;
RUSFAR;RUSFAR;2021-04-07;4,35;4,35;4,35;4,35;79132346000;;
RUSFAR;RUSFAR;2021-04-08;4,5;4,5;4,5;4,5;81353600000;;
RUSFAR;RUSFAR;2021-04-09;4,48;4,48;4,48;4,48;82908032000;;
RUSFAR;RUSFAR;2021-04-12;4,58;4,58;4,58;4,58;46664520000;;
RUSFAR;RUSFAR;2021-04-13;4,6;4,6;4,6;4,6;96733136000;;
RUSFAR;RUSFAR;2021-04-14;4,55;4,55;4,55;4,55;49448795000;;
RUSFAR;RUSFAR;2021-04-15;4,57;4,57;4,57;4,57;87064589000;;
RUSFAR;RUSFAR;2021-04-16;4,59;4,59;4,59;4,59;75142883000;;
RUSFAR;RUSFAR;2021-04-19;4,49;4,49;4,49;4,49;59580114000;;
RUSFAR;RUSFAR;2021-04-20;4,41;4,41;4,41;4,41;63683405000;;
RUSFAR;RUSFAR;2021-04-21;4,4;4,4;4,4;4,4;109025589000;;
RUSFAR;RUSFAR;2021-04-22;4,45;4,45;4,45;4,45;82743657000;;
RUSFAR;RUSFAR;2021-04-23;4,54;4,54;4,54;4,54;104525955000;;
RUSFAR;RUSFAR;2021-04-26;4,94;4,94;4,94;4,94;110159491000;;
RUSFAR;RUSFAR;2021-04-27;4,85;4,85;4,85;4,85;125071854000;;
RUSFAR;RUSFAR;2021-04-28;4,85;4,85;4,85;4,85;81817577000;;
RUSFAR;RUSFAR;2021-04-29;4,95;4,95;4,95;4,95;49578626000;;
RUSFAR;RUSFAR;2021-04-30;4,82;4,82;4,82;4,82;105403249000;;
RUSFAR;RUSFAR;2021-05-04;4,72;4,72;4,72;4,72;38898661000;;
RUSFAR;RUSFAR;2021-05-05;4,64;4,64;4,64;4,64;36515613000;;
RUSFAR;RUSFAR;2021-05-06;4,32;4,32;4,32;4,32;66044965000;;
RUSFAR;RUSFAR;2021-05-07;4,23;4,23;4,23;4,23;70948743000;;
RUSFAR;RUSFAR;2021-05-11;4,8;4,8;4,8;4,8;40796199000;;
RUSFAR;RUSFAR;2021-05-12;4,77;4,77;4,77;4,77;78806296000;;
RUSFAR;RUSFAR;2021-05-13;4,85;4,85;4,85;4,85;75984743000;;
RUSFAR;RUSFAR;2021-05-14;4,89;4,89;4,89;4,89;92843190000;;
RUSFAR;RUSFAR;2021-05-17;4,95;4,95;4,95;4,95;73182960000;;
RUSFAR;RUSFAR;2021-05-18;5;5;5;5;79123754000;;
RUSFAR;RUSFAR;2021-05-19;4,96;4,96;4,96;4,96;101273411000;;
RUSFAR;RUSFAR;2021-05-20;4,89;4,89;4,89;4,89;112394709000;;
RUSFAR;RUSFAR;2021-05-21;4,89;4,89;4,89;4,89;92302730000;;
RUSFAR;RUSFAR;2021-05-24;4,85;4,85;4,85;4,85;78584093000;;
RUSFAR;RUSFAR;2021-05-25;4,83;4,83;4,83;4,83;36127548000;;
RUSFAR;RUSFAR;2021-05-26;4,92;4,92;4,92;4,92;43385415000;;
RUSFAR;RUSFAR;2021-05-27;4,94;4,94;4,94;4,94;37809479000;;
RUSFAR;RUSFAR;2021-05-28;4,99;4,99;4,99;4,99;53069677000;;
RUSFAR;RUSFAR;2021-05-31;5;5;5;5;68004593000;;
RUSFAR;RUSFAR;2021-06-01;4,85;4,85;4,85;4,85;45748795000;;
RUSFAR;RUSFAR;2021-06-02;4,8;4,8;4,8;4,8;31238556000;;
RUSFAR;RUSFAR;2021-06-03;4,76;4,76;4,76;4,76;33905714000;;
RUSFAR;RUSFAR;2021-06-04;4,68;4,68;4,68;4,68;44910977000;;
RUSFAR;RUSFAR;2021-06-07;4,64;4,64;4,64;4,64;49122315000;;
RUSFAR;RUSFAR;2021-06-08;4,71;4,71;4,71;4,71;79374655000;;
RUSFAR;RUSFAR;2021-06-09;5;5;5;5;150313383000;;
RUSFAR;RUSFAR;2021-06-10;5,11;5,11;5,11;5,11;82614699000;;
RUSFAR;RUSFAR;2021-06-11;5,3;5,3;5,3;5,3;88164465000;;
RUSFAR;RUSFAR;2021-06-15;5,4;5,4;5,4;5,4;34896581000;;
RUSFAR;RUSFAR;2021-06-16;5,45;5,45;5,45;5,45;42485047000;;
RUSFAR;RUSFAR;2021-06-17;5,45;5,45;5,45;5,45;48334928000;;
RUSFAR;RUSFAR;2021-06-18;5,43;5,43;5,43;5,43;45825416000;;
RUSFAR;RUSFAR;2021-06-21;5,35;5,35;5,35;5,35;27915013000;;
RUSFAR;RUSFAR;2021-06-22;5,26;5,26;5,26;5,26;30613182000;;
RUSFAR;RUSFAR;2021-06-23;5,15;5,15;5,15;5,15;42631076000;;
RUSFAR;RUSFAR;2021-06-24;5,14;5,14;5,14;5,14;39408201000;;
RUSFAR;RUSFAR;2021-06-25;5,31;5,31;5,31;5,31;61129541000;;
RUSFAR;RUSFAR;2021-06-28;5,43;5,43;5,43;5,43;61156398000;;
RUSFAR;RUSFAR;2021-06-29;5,44;5,44;5,44;5,44;45712974000;;
RUSFAR;RUSFAR;2021-06-30;5,45;5,45;5,45;5,45;29206925000;;
RUSFAR;RUSFAR;2021-07-01;5,18;5,18;5,18;5,18;42894064000;;
RUSFAR;RUSFAR;2021-07-02;5,23;5,23;5,23;5,23;63205575000;;
RUSFAR;RUSFAR;2021-07-05;5,33;5,33;5,33;5,33;24941622000;;
RUSFAR;RUSFAR;2021-07-06;5,38;5,38;5,38;5,38;39619351000;;
RUSFAR;RUSFAR;2021-07-07;5,4;5,4;5,4;5,4;56500008000;;
RUSFAR;RUSFAR;2021-07-08;5,47;5,47;5,47;5,47;47429618000;;
RUSFAR;RUSFAR;2021-07-09;5,49;5,49;5,49;5,49;64408120000;;
RUSFAR;RUSFAR;2021-07-12;5,53;5,53;5,53;5,53;81547422000;;
RUSFAR;RUSFAR;2021-07-13;5,57;5,57;5,57;5,57;53671062000;;
RUSFAR;RUSFAR;2021-07-14;5,64;5,64;5,64;5,64;75706457000;;
RUSFAR;RUSFAR;2021-07-15;5,7;5,7;5,7;5,7;59890047000;;
RUSFAR;RUSFAR;2021-07-16;5,77;5,77;5,77;5,77;53033536000;;
RUSFAR;RUSFAR;2021-07-19;5,8;5,8;5,8;5,8;63463196000;;
RUSFAR;RUSFAR;2021-07-20;5,88;5,88;5,88;5,88;71937510000;;
RUSFAR;RUSFAR;2021-07-21;5,89;5,89;5,89;5,89;89066851000;;
RUSFAR;RUSFAR;2021-07-22;5,81;5,81;5,81;5,81;110492027000;;
RUSFAR;RUSFAR;2021-07-23;5,8;5,8;5,8;5,8;130742947000;;
RUSFAR;RUSFAR;2021-07-26;6,31;6,31;6,31;6,31;69581240000;;
RUSFAR;RUSFAR;2021-07-27;6,27;6,27;6,27;6,27;61743657000;;
RUSFAR;RUSFAR;2021-07-28;6,28;6,28;6,28;6,28;56389707000;;
RUSFAR;RUSFAR;2021-07-29;7,02;7,02;7,02;7,02;68379531000;;
RUSFAR;RUSFAR;2021-07-30;7,06;7,06;7,06;7,06;76856692000;;
RUSFAR;RUSFAR;2021-08-02;6,38;6,38;6,38;6,38;37131525000;;
RUSFAR;RUSFAR;2021-08-03;5,85;5,85;5,85;5,85;53333331000;;
RUSFAR;RUSFAR;2021-08-04;6;6;6;6;55962215000;;
RUSFAR;RUSFAR;2021-08-05;5,69;5,69;5,69;5,69;39610652000;;
RUSFAR;RUSFAR;2021-08-06;6,11;6,11;6,11;6,11;42091917000;;
RUSFAR;RUSFAR;2021-08-09;6,26;6,26;6,26;6,26;36644422000;;
RUSFAR;RUSFAR;2021-08-10;6,27;6,27;6,27;6,27;41701819000;;
RUSFAR;RUSFAR;2021-08-11;6,38;6,38;6,38;6,38;38020095000;;
RUSFAR;RUSFAR;2021-08-12;6,29;6,29;6,29;6,29;35149028000;;
RUSFAR;RUSFAR;2021-08-13;6,33;6,33;6,33;6,33;55184059000;;
RUSFAR;RUSFAR;2021-08-16;6,44;6,44;6,44;6,44;40286870000;;
RUSFAR;RUSFAR;2021-08-17;6,63;6,63;6,63;6,63;63524016000;;
RUSFAR;RUSFAR;2021-08-18;6,61;6,61;6,61;6,61;49332364000;;
RUSFAR;RUSFAR;2021-08-19;6,5;6,5;6,5;6,5;38600607000;;
RUSFAR;RUSFAR;2021-08-20;6,52;6,52;6,52;6,52;57226551000;;
RUSFAR;RUSFAR;2021-08-23;6,47;6,47;6,47;6,47;54638703000;;
RUSFAR;RUSFAR;2021-08-24;6,5;6,5;6,5;6,5;63782608000;;
RUSFAR;RUSFAR;2021-08-25;6,57;6,57;6,57;6,57;80135935000;;
RUSFAR;RUSFAR;2021-08-26;6,5;6,5;6,5;6,5;59677127000;;
RUSFAR;RUSFAR;2021-08-27;6,46;6,46;6,46;6,46;55759691000;;
RUSFAR;RUSFAR;2021-08-30;6,48;6,48;6,48;6,48;33304125000;;
RUSFAR;RUSFAR;2021-08-31;6,51;6,51;6,51;6,51;41225365000;;
RUSFAR;RUSFAR;2021-09-01;6,31;6,31;6,31;6,31;49677599000;;
RUSFAR;RUSFAR;2021-09-02;6,08;6,08;6,08;6,08;49564722000;;
RUSFAR;RUSFAR;2021-09-03;6,37;6,37;6,37;6,37;72019877000;;
RUSFAR;RUSFAR;2021-09-06;6,35;6,35;6,35;6,35;47030476000;;
RUSFAR;RUSFAR;2021-09-07;6,45;6,45;6,45;6,45;47266972000;;
RUSFAR;RUSFAR;2021-09-08;6,53;6,53;6,53;6,53;72877102000;;
RUSFAR;RUSFAR;2021-09-09;6,72;6,72;6,72;6,72;79605058000;;
RUSFAR;RUSFAR;2021-09-10;6,86;6,86;6,86;6,86;64799527000;;
RUSFAR;RUSFAR;2021-09-13;6,74;6,74;6,74;6,74;49430087000;;
RUSFAR;RUSFAR;2021-09-14;6,8;6,8;6,8;6,8;66212876000;;
RUSFAR;RUSFAR;2021-09-15;6,84;6,84;6,84;6,84;68987923000;;
